nation	venezuela	0.48998181738797203	0.6418842817930088	0.4804288544430947
nation	taiwan	0.5224665668704019	0.6088936600677721	0.5132725540832638
nation	england	0.5942446862140878	0.637856474012035	0.42637988037174746
fruit	kiwifruit	0.42780441945599545	0.5165812672479752	0.4195999317126239
fruit	mango	0.42843116962648564	0.48397353108317104	0.42482239671135036
fruit	melon	0.5489599038997283	0.5883867678405835	0.4349577546372462
fruit	orange	0.6606194199030307	0.5623244240380763	0.39432115759571557
fruit	papaya	0.5221184245181398	0.502889594127984	0.46085053455599584
fruit	persimmon	0.5224556184901763	0.4750128972418386	0.448780470111196
fruit	tangerine	0.5099871255259657	0.539830514225162	0.4747588941112926
fruit	watermelon	0.5704110694890184	0.5476296345043709	0.37941601947023823
machine	antenna	0.5762592939437662	0.5586728829901076	0.4848989694386512
machine	beeper	0.679603522973788	0.43456982122422144	0.43581554749761137
machine	calculator	0.5847936306530619	0.5569196275653318	0.5422346329574232
machine	camera	0.6684888749053062	0.5122754681263707	0.5145359306481304
machine	computer	0.6171622213186303	0.5940531325683264	0.42891185956077255
machine	drill	0.6423388546019487	0.5394548040261586	0.586640096867704
machine	electrode	0.6195767107450437	0.5036867899244433	0.5155225347427814
machine	oven	0.6908431855740994	0.5257467259279229	0.4680573713280101
machine	pda	0.5359392151774243	0.5412271367078946	0.48605175155040603
machine	ship	0.6232125349436534	0.48971529969241334	0.44552014027239345
machine	tank	0.5730643029025498	0.5090034811227347	0.5580622301587682
machine	television	0.634318462920883	0.56349850031203	0.43910262707382464
nation	argentina	0.447418832315341	0.648401637261145	0.4449710040034227
nation	australia	0.5956601738160212	0.6424070250536947	0.4904941444009494
nation	austria	0.48894116255396874	0.6211832761515578	0.48434009393938865
nation	belgium	0.47634815229898786	0.6297622901494278	0.5027404464499386
nation	brazil	0.4503005421064832	0.6517536785461986	0.47130857668024984
nation	china	0.49958805007926205	0.599771940581682	0.43960199460267557
nation	croatia	0.4624441552352391	0.6644472370737716	0.4983554771126314
nation	cuba	0.5636447236090188	0.6064898766138687	0.47219667022906076
nation	denmark	0.48346377403104057	0.646084634807724	0.49631567189793474
nation	germany	0.49147286908974197	0.6681520557814448	0.4702262880910085
nation	ireland	0.5123757948820398	0.5950848960870588	0.43632014199068486
nation	japan	0.551860105276907	0.6005578598132801	0.5132393650181246
nation	mongolia	0.48560525535186244	0.6445093043826259	0.5286349520246797
nation	netherlands	0.5399182142806427	0.6112046692688672	0.463410708538162
nation	pakistan	0.5478094388337308	0.6269293690375902	0.48231648509695735
nation	spain	0.44098031961564077	0.6337499895471843	0.45016147629718295
nation	sweden	0.4698183357360939	0.6429951636167535	0.499920514249007
fruit	lemon	0.5073929364985811	0.5423140852994921	0.35820611684447
machine	car	0.5911860782438378	0.5722038013220825	0.374223047220386
machine	laptop	0.6142083746412144	0.5032013935842131	0.4470655169148838
nation	russia	0.4986017344654225	0.5919382358880748	0.5321968911142042
fruit	pomegranate	0.5041326479523515	0.5234950774569537	0.39933219913792406
fruit	raspberry	0.5742495118384071	0.591133473221469	0.4657177746573365
nation	thailand	0.5411271003089944	0.6055265143885333	0.4446583490561758
nation	usa	0.614077714987491	0.6634412761026265	0.4310281326448052
machine	keyboard	0.592802398616218	0.5803321912542567	0.47803524513512186
fruit	apple	0.6226473301935527	0.5510977721370582	0.37741232855168305
fruit	apricot	0.5347651070107436	0.48489161893692423	0.4154835670504446
fruit	plum	0.5321759324154466	0.47565334249232943	0.4358106606099776
fruit	grape	0.533953724961398	0.54250413661121	0.4698083877547584
fruit	grapefruit	0.5122304021420057	0.5309998313944304	0.4364515337088224
