nation	venezuela	0.48998181738797203	0.6418842817930088	0.4804288544430947
fruit	mango	0.42843116962648564	0.48397353108317104	0.42482239671135036
fruit	melon	0.5489599038997283	0.5883867678405835	0.4349577546372462
machine	dongle	0.6163278907409339	0.5164968655177546	0.5385991527807972
machine	motorcycle	0.5821883739501851	0.543371678715855	0.46152616383318795
machine	pda	0.5359392151774243	0.5412271367078946	0.48605175155040603
machine	telephone	0.7249999403864295	0.49525828829312063	0.4077085438893491
machine	train	0.5643310373698234	0.5742699998792281	0.4255784012649896
nation	austria	0.48894116255396874	0.6211832761515578	0.48434009393938865
nation	germany	0.49147286908974197	0.6681520557814448	0.4702262880910085
nation	japan	0.551860105276907	0.6005578598132801	0.5132393650181246
nation	korea	0.4906544629153966	0.6396890003018739	0.4723014160206922
nation	mongolia	0.48560525535186244	0.6445093043826259	0.5286349520246797
nation	sweden	0.4698183357360939	0.6429951636167535	0.499920514249007
fruit	lemon	0.5073929364985811	0.5423140852994921	0.35820611684447
machine	laptop	0.6142083746412144	0.5032013935842131	0.4470655169148838
nation	thailand	0.5411271003089944	0.6055265143885333	0.4446583490561758
nation	usa	0.614077714987491	0.6634412761026265	0.4310281326448052
machine	generator	0.5602639374762713	0.5172932539271202	0.576136154661239
machine	microwave	0.6511294427903977	0.4484270297213354	0.5409673511362454
fruit	apple	0.6226473301935527	0.5510977721370582	0.37741232855168305
fruit	plum	0.5321759324154466	0.47565334249232943	0.4358106606099776
fruit	grape	0.533953724961398	0.54250413661121	0.4698083877547584
